  Adelaide,    6394.0,    2113.0,   19349.0
    Albany,   25941.0,    7686.0,   87550.0
    Albury,   60049.0,   25550.0,  141128.0
Alice_Springs,   11124.0,    2514.0,   49225.0
  Ballarat,   66198.0,   24929.0,  175784.0
   Ballidu,     273.0,      71.0,    1042.0
  Bathurst,    4375.0,    1135.0,   16856.0
   Bendigo,  328199.0,  146574.0,  734885.0
  Brisbane,   54944.0,   31671.0,   95320.0
Broken_Hill,   27477.0,    4605.0,  163939.0
    Broome,    2257.0,    1180.0,    4313.0
 Bundaberg,   21291.0,    9948.0,   45569.0
    Burnie,    5188.0,    2983.0,    9024.0
    Cairns,   32512.0,   18564.0,   56941.0
    Camden,   19589.0,    5127.0,   74848.0
  Canberra,    8234.0,     790.0,   85871.0
 Carnarvon,    2323.0,    1222.0,    4416.0
Coffs_Harbour,   21513.0,    6138.0,   75397.0
     Cooma,    7818.0,    1476.0,   41395.0
   Dampier,   22710.0,    3307.0,  155985.0
    Darwin,   14857.0,    5814.0,   37968.0
     Derby,    1207.0,     599.0,    2432.0
   Dowerin,     273.0,      71.0,    1042.0
     Dubbo,   45103.0,    5975.0,  340482.0
 Esperance,    4512.0,    1497.0,   13603.0
   Geelong,   38813.0,    8012.0,  188015.0
 Geraldton,    7273.0,    2678.0,   19756.0
 Gladstone,   34570.0,    9291.0,  128621.0
Gold_Coast,   29320.0,    7613.0,  112924.0
Goomalling,     137.0,      36.0,     524.0
   Gosford,    3301.0,    1065.0,   10230.0
  Goulburn,   52276.0,    5484.0,  498297.0
   Grafton,   19205.0,    5854.0,   63005.0
    Hobart,    8429.0,    4283.0,   16589.0
Kalgoorlie,    4172.0,    1519.0,   11458.0
  Karratha,   11742.0,    2042.0,   67518.0
  Katoomba,     358.0,      85.0,    1503.0
Kellerberrin,    1091.0,     286.0,    4159.0
Launceston,   25536.0,    8100.0,   80509.0
   Lismore,   20202.0,    6411.0,   63661.0
     Lorne,  141013.0,   73415.0,  270853.0
    Mackay,   48811.0,   21542.0,  110598.0
  Maitland,   17986.0,    3898.0,   82979.0
Marble_Bar,    1309.0,     693.0,    2470.0
 Meckering,     677.0,     187.0,    2456.0
 Melbourne,    8564.0,    4541.0,   16150.0
 Mittagong,    7951.0,    1869.0,   33827.0
   Morwell,    7366.0,     576.0,   94278.0
Mount_Gambier,    3244.0,     956.0,   11006.0
 Newcastle,   30202.0,    3136.0,  290902.0
     Noosa,    2438.0,    1357.0,    4379.0
   Northam,   24140.0,    6540.0,   89108.0
Olympic_Dam,   11969.0,    3848.0,   37224.0
    Onslow,    5497.0,    2540.0,   11896.0
    Orange,     860.0,     154.0,    4789.0
   Penrith,   24365.0,    7979.0,   74405.0
     Perth,    2417.0,     505.0,   11554.0
Port_Augusta,    3325.0,     776.0,   14246.0
Port_Hedland,    1309.0,     693.0,    2470.0
Port_Lincoln,   16118.0,    4531.0,   57335.0
Port_Macquarie,   27126.0,    2521.0,  291932.0
Port_Pirie,    1054.0,     244.0,    4546.0
      Robe,   10217.0,    1054.0,   99057.0
Rockhampton,   15754.0,    6911.0,   35912.0
Shepparton,   33837.0,   14501.0,   78959.0
    Sydney,   24365.0,    7979.0,   74405.0
  Tamworth,   18858.0,    9035.0,   39364.0
     Taree,   15940.0,    1594.0,  159370.0
Tennant_Creek,   12508.0,    5104.0,   30655.0
 Toowoomba,    4144.0,    1575.0,   10898.0
Townsville,   31283.0,   11186.0,   87487.0
Tweed_Heads,   29320.0,    7613.0,  112924.0
     Uluru,   16024.0,    3699.0,   69420.0
Wagga_Wagga,     644.0,     285.0,    1458.0
Wangaratta,   23416.0,    9104.0,   60226.0
Warrnambool,    7386.0,    1861.0,   29308.0
   Whyalla,   44716.0,    7562.0,  264416.0
  Wickepin,     137.0,      36.0,     524.0
  Wivenhoe,   41272.0,   23728.0,   71787.0
Wollongong,    1154.0,     306.0,    4355.0
Wongan_Hills,     677.0,     187.0,    2456.0
   Woomera,   12485.0,    4870.0,   32005.0
   Wyndham,   15705.0,    2419.0,  101986.0
      York,    1444.0,     319.0,    6534.0
    Yulara,    7752.0,    1851.0,   32456.0
   Bunbury,   19817.0,    5433.0,   72280.0
    Gawler,    9611.0,    1663.0,   55531.0
    Hawker,    5925.0,    1387.0,   25307.0
     Kimba,    8050.0,    1013.0,   63994.0
  Pakenham,   15307.0,    5647.0,   41492.0
 Frankston,    5111.0,    2818.0,    9267.0
 Leongatha,    9527.0,    1236.0,   73422.0
      Sale,   38518.0,   19630.0,   75579.0
  Warragul,    9869.0,    4526.0,   21520.0
   Exmouth,    2590.0,    1111.0,    6036.0
    Denham,     777.0,     450.0,    1342.0
    Newman,    7070.0,    1134.0,   44076.0
 Kununurra,   16398.0,    2161.0,  124421.0
 Busselton,    8094.0,    2253.0,   29078.0
Margaret_River,    2673.0,     748.0,    9553.0
Coolgardie,    4172.0,    1519.0,   11458.0
Quairading,     137.0,      36.0,     524.0
 Jamestown,   15050.0,    3916.0,   57832.0
Peterborough,     354.0,      90.0,    1393.0
Leigh_Creek,     368.0,      99.0,    1374.0
  Heyfield,   10365.0,    5216.0,   20597.0
