# mean, investigation_time=50.0
lon,lat,PGA-0.005,PGA-0.007,PGA-0.0098,PGA-0.0137,PGA-0.0192,PGA-0.0269,PGA-0.0376,PGA-0.0527,PGA-0.0738,PGA-0.103,PGA-0.145,PGA-0.203,PGA-0.284,PGA-0.397,PGA-0.556,PGA-0.778,PGA-1.09,PGA-1.52,PGA-2.13
115.86000,-31.95000,3.701024E-01,2.802069E-01,2.039286E-01,1.434431E-01,9.746934E-02,6.440267E-02,4.161286E-02,2.617593E-02,1.613499E-02,9.802799E-03,5.778193E-03,3.387277E-03,1.965302E-03,1.128973E-03,6.374615E-04,3.537431E-04,1.914429E-04,1.019218E-04,5.233405E-05
130.83000,-12.45000,4.077381E-01,3.129859E-01,2.312373E-01,1.654305E-01,1.146787E-01,7.761966E-02,5.165482E-02,3.372947E-02,2.178601E-02,1.400179E-02,8.814876E-03,5.526639E-03,3.410412E-03,2.057556E-03,1.200471E-03,6.773435E-04,3.684248E-04,1.959584E-04,9.929275E-05
138.60000,-34.93000,2.739943E-01,1.946312E-01,1.322956E-01,8.662896E-02,5.466750E-02,3.354457E-02,2.013123E-02,1.172170E-02,6.640314E-03,3.661652E-03,1.914214E-03,9.718685E-04,4.755192E-04,2.254090E-04,1.037260E-04,4.709042E-05,2.117133E-05,9.559573E-06,4.224054E-06
144.96000,-37.81000,2.739400E-01,1.984033E-01,1.387530E-01,9.442501E-02,6.256903E-02,4.068462E-02,2.611451E-02,1.648281E-02,1.030461E-02,6.412625E-03,3.902740E-03,2.366688E-03,1.416290E-03,8.336402E-04,4.785442E-04,2.678504E-04,1.452339E-04,7.714946E-05,3.943627E-05
147.33000,-42.88000,2.326093E-01,1.642154E-01,1.113962E-01,7.315162E-02,4.646801E-02,2.874090E-02,1.737487E-02,1.018408E-02,5.810465E-03,3.232814E-03,1.710217E-03,8.809469E-04,4.384184E-04,2.116142E-04,9.914528E-05,4.574600E-05,2.090949E-05,9.647618E-06,4.390152E-06
149.13000,-35.30000,2.085879E-01,1.455411E-01,9.799988E-02,6.424804E-02,4.102067E-02,2.568055E-02,1.580496E-02,9.468735E-03,5.527265E-03,3.140471E-03,1.691245E-03,8.824862E-04,4.427244E-04,2.145432E-04,1.005205E-04,4.624230E-05,2.094973E-05,9.518852E-06,4.236524E-06
151.20000,-33.86000,1.950787E-01,1.399712E-01,9.701318E-02,6.534745E-02,4.271581E-02,2.723931E-02,1.698216E-02,1.025006E-02,5.996539E-03,3.400333E-03,1.822205E-03,9.448999E-04,4.709691E-04,2.268926E-04,1.057461E-04,4.839780E-05,2.178667E-05,9.819046E-06,4.325171E-06
153.02000,-27.47000,2.064978E-01,1.464036E-01,1.000930E-01,6.648816E-02,4.288726E-02,2.702622E-02,1.667835E-02,9.979526E-03,5.796711E-03,3.269089E-03,1.745261E-03,9.034367E-04,4.505053E-04,2.175109E-04,1.018137E-04,4.683486E-05,2.120741E-05,9.602039E-06,4.239791E-06
